Bill_No,Acct_No,Bill_Date,Due_Date,B_Status,MR_Sys_No,Due_Penalty,Penalized,B_Code,Receivable,Collected
10255970,411206560,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339714,20,TRUE,7,200,0
10255970,411206560,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339714,20,TRUE,10,20,0
10256051,411206561,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339715,20,TRUE,7,200,0
10256051,411206561,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339715,20,TRUE,10,20,0
10255879,411206562,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339716,20,TRUE,3,220,0
10255879,411206562,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339716,20,TRUE,7,200,0
10255879,411206562,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339716,20,TRUE,10,20,0
10256182,411206563,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339717,28.05,FALSE,7,280.25,266.24
10255739,411206564,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339718,20,TRUE,3,484.85,0
10255739,411206564,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339718,20,TRUE,7,200,0
10255739,411206564,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339718,20,TRUE,10,20,0
10255689,411206565,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339719,46.75,TRUE,3,528.3,528.3
10255689,411206565,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339719,46.75,TRUE,7,467.5,0
10255689,411206565,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339719,46.75,TRUE,10,46.75,0
10255921,411206566,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339720,22.7,FALSE,7,226.75,226.75
10255786,411206567,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339721,20,TRUE,7,200,0
10255786,411206567,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339721,20,TRUE,10,20,0
10256126,411206568,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339722,28.05,TRUE,3,249.45,0
10256126,411206568,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339722,28.05,TRUE,7,280.25,0
10256126,411206568,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339722,28.05,TRUE,10,28.05,0
10255904,411206569,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339723,20,FALSE,7,200,200
10255911,411206570,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339724,20,TRUE,7,200,0
10255911,411206570,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339724,20,TRUE,10,20,0
10255933,411206571,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339725,20,TRUE,7,200,0
10255933,411206571,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339725,20,TRUE,10,20,0
10255891,411206573,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339726,20,TRUE,7,200,0
10255891,411206573,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339726,20,TRUE,10,20,0
10255867,411206574,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339727,38.75,FALSE,7,387.25,387.25
10255966,411206575,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339728,20,TRUE,7,200,0
10255966,411206575,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339728,20,TRUE,10,20,0
10255861,411206577,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339729,63.65,FALSE,7,636.25,636.25
10255897,411206578,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339730,20,TRUE,3,220,0
10255897,411206578,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339730,20,TRUE,7,200,0
10255897,411206578,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339730,20,TRUE,10,20,0
10256128,411206579,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339731,20,FALSE,7,200,200
10256079,411206580,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339732,28.05,TRUE,3,337.7,0
10256079,411206580,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339732,28.05,TRUE,7,280.25,0
10256079,411206580,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339732,28.05,TRUE,10,28.05,0
10256108,411206581,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339733,22,TRUE,3,808.5,808.5
10256108,411206581,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339733,22,TRUE,7,703.75,484
10256108,411206581,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339733,22,TRUE,10,22,0
10255935,411206582,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339734,30.7,FALSE,7,307,307
10256465,411206583,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339927,36.05,TRUE,7,360.5,0
10256465,411206583,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339927,36.05,TRUE,10,36.05,0
10256109,411206584,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339735,20,FALSE,7,200,200
10255746,411206587,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339736,22.7,TRUE,7,226.75,0
10255746,411206587,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339736,22.7,TRUE,10,22.7,0
10255855,411206588,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339737,101,TRUE,3,1540.6,0
10255855,411206588,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339737,101,TRUE,7,1010,0
10255855,411206588,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339737,101,TRUE,10,101,0
10256018,411206589,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339738,20,TRUE,3,220,0
10256018,411206589,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339738,20,TRUE,7,200,0
10256018,411206589,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339738,20,TRUE,10,20,0
10256451,411206590,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339928,25.35,TRUE,7,253.5,0
10256451,411206590,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339928,25.35,TRUE,10,25.35,0
10255908,411206592,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339739,41.4,TRUE,3,484.85,0
10255908,411206592,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339739,41.4,TRUE,7,414,0
10255908,411206592,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339739,41.4,TRUE,10,41.4,0
10255735,411206593,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339740,38.75,FALSE,7,387.25,387.25
10255913,411206594,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339741,41.4,TRUE,7,414,0
10255913,411206594,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339741,41.4,TRUE,10,41.4,0
10255762,411206595,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339742,20,FALSE,7,200,200
10255941,411206596,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339743,25.35,TRUE,7,253.5,0
10255941,411206596,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339743,25.35,TRUE,10,25.35,0
10256081,411206597,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339744,53.5,TRUE,3,220,220
10256081,411206597,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339744,53.5,TRUE,7,535,0
10256081,411206597,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339744,53.5,TRUE,10,53.5,0
10255932,411206598,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339745,53.5,FALSE,7,535,535
10255841,411206599,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339746,56.9,TRUE,3,551.4,0
10255841,411206599,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339746,56.9,TRUE,7,568.75,0
10255841,411206599,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339746,56.9,TRUE,10,56.9,0
10255949,411206600,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339747,20,TRUE,3,1562.75,0
10255949,411206600,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339747,20,TRUE,7,200,0
10255949,411206600,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339747,20,TRUE,10,20,0
10256032,411206601,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339748,20,TRUE,3,278.85,0
10256032,411206601,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339748,20,TRUE,7,200,0
10256032,411206601,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339748,20,TRUE,10,20,0
10255790,411206603,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339749,20,TRUE,7,200,0
10255790,411206603,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339749,20,TRUE,10,20,0
10255960,411206605,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339750,22.7,FALSE,7,226.75,226.75
10256021,411206606,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339751,20,TRUE,3,498.9,0
10256021,411206606,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339751,20,TRUE,7,200,0
10256021,411206606,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339751,20,TRUE,10,20,0
10255952,411206607,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339752,22.7,TRUE,7,226.75,0
10255952,411206607,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339752,22.7,TRUE,10,22.7,0
10255947,411206608,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339753,28.05,FALSE,7,280.25,280.25
10255768,411206610,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339754,252.3,TRUE,7,2522.8,0
10255768,411206610,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339754,252.3,TRUE,10,252.3,0
10256088,411206611,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339755,20,TRUE,7,200,0
10256088,411206611,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339755,20,TRUE,10,20,0
10256063,411206612,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339756,20,FALSE,7,200,200
10256479,411206613,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339929,30.7,TRUE,7,307,0
10256479,411206613,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339929,30.7,TRUE,10,30.7,0
10256089,411206614,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339757,30.7,FALSE,7,307,307
10255769,411206615,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339758,30,TRUE,7,300,0
10255769,411206615,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339758,30,TRUE,10,30,0
10255831,411206616,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339759,20,FALSE,3,220,220
10255831,411206616,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339759,20,FALSE,7,200,200
10255890,411206617,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339760,20,TRUE,7,200,0
10255890,411206617,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339760,20,TRUE,10,20,0
10256066,411206618,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339761,20,FALSE,7,200,200
10256074,411206619,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339762,20,TRUE,3,220.02,0
10256074,411206619,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339762,20,TRUE,7,200,0
10256074,411206619,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339762,20,TRUE,10,20,0
10256156,411206620,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339763,20,FALSE,7,200,200
10255993,411206621,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339764,25.35,TRUE,3,220,0
10255993,411206621,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339764,25.35,TRUE,7,253.5,0
10255993,411206621,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339764,25.35,TRUE,10,25.35,0
10256104,411206622,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339765,46.75,TRUE,7,467.5,0
10256104,411206622,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339765,46.75,TRUE,10,46.75,0
10256087,411206623,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339766,20,TRUE,3,975.7,0
10256087,411206623,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339766,20,TRUE,7,200,0
10256087,411206623,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339766,20,TRUE,10,20,0
10255659,411206624,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339767,41.4,TRUE,3,367.15,0
10255659,411206624,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339767,41.4,TRUE,7,414,0
10255659,411206624,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339767,41.4,TRUE,10,41.4,0
10255733,411206625,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339768,20,TRUE,3,556,0
10255733,411206625,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339768,20,TRUE,7,200,0
10255733,411206625,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339768,20,TRUE,10,20,0
10256106,411206626,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339769,28.05,FALSE,7,280.25,280.25
10256094,411206628,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339770,50.15,TRUE,7,501.25,0
10256094,411206628,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339770,50.15,TRUE,10,50.15,0
10255666,411206630,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339771,22.7,TRUE,3,220,0
10255666,411206630,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339771,22.7,TRUE,7,226.75,0
10255666,411206630,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339771,22.7,TRUE,10,22.7,0
10256020,411206631,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339772,20,FALSE,7,200,200
10256082,411206632,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339773,20,FALSE,7,200,200
10256090,411206633,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339774,46.75,TRUE,3,737,737
10256090,411206633,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339774,46.75,TRUE,7,467.5,467.5
10256090,411206633,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339774,46.75,TRUE,10,46.75,46.75
10256457,411206634,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339930,53.5,FALSE,7,535,535
10256480,411206635,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339931,63.65,TRUE,3,662.75,662.75
10256480,411206635,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339931,63.65,TRUE,7,636.25,0
10256480,411206635,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339931,63.65,TRUE,10,63.65,0
10256553,411206637,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339933,22.7,FALSE,7,226.75,226.75
10255660,411206638,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339775,63.65,TRUE,7,636.25,0
10255660,411206638,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339775,63.65,TRUE,10,63.65,0
10255850,411206639,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339776,33.4,TRUE,7,333.75,0
10255850,411206639,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339776,33.4,TRUE,10,33.4,0
10255895,411206640,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339777,20,TRUE,3,220,0
10255895,411206640,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339777,20,TRUE,7,200,0
10255895,411206640,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339777,20,TRUE,10,20,0
10256151,411206642,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339778,30.7,TRUE,3,2618.4,500
10256151,411206642,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339778,30.7,TRUE,7,307,0
10256151,411206642,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339778,30.7,TRUE,10,30.7,0
10255881,411206643,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339779,25.35,FALSE,7,253.5,253.5
10255899,411206645,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339780,20,TRUE,3,220,0
10255899,411206645,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339780,20,TRUE,7,200,0
10255899,411206645,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339780,20,TRUE,10,20,0
10256091,411206646,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339781,20,FALSE,7,200,200
10255983,411206647,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339782,20,TRUE,7,333.75,0
10255983,411206647,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339782,20,TRUE,10,20,0
10256105,411206648,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339783,20,TRUE,3,660,0
10256105,411206648,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339783,20,TRUE,7,200,0
10256105,411206648,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339783,20,TRUE,10,20,0
10255982,411206649,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339784,41.4,TRUE,3,308.3,0
10255982,411206649,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339784,41.4,TRUE,7,414,0
10255982,411206649,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339784,41.4,TRUE,10,41.4,0
10256096,411206650,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339785,20,FALSE,7,200,200
10256134,411206651,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339873,20,TRUE,7,200,0
10256134,411206651,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339873,20,TRUE,10,20,0
10256107,411206652,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339786,25.35,FALSE,7,253.5,253.5
10255770,411206653,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339787,50.05,TRUE,3,550.55,550.55
10255770,411206653,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339787,50.05,TRUE,7,500.5,0
10255770,411206653,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339787,50.05,TRUE,10,50.05,0
10255968,411206654,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339788,28.05,FALSE,7,280.25,280.25
10256086,411206655,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339789,67,FALSE,7,670,670
10256030,411206657,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339791,20,TRUE,7,200,0
10256030,411206657,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339791,20,TRUE,10,20,0
10255832,411206658,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339792,20,TRUE,7,200,0
10255832,411206658,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339792,20,TRUE,10,20,0
10255854,411206659,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339793,20,FALSE,7,200,200
10256055,411206660,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339794,30.7,FALSE,7,307,307
10256075,411206661,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339795,53.5,FALSE,7,535,535
10256083,411206662,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339796,63.65,FALSE,7,636.25,636.25
10256113,411206663,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339797,20,TRUE,3,220,0
10256113,411206663,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339797,20,TRUE,7,200,0
10256113,411206663,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339797,20,TRUE,10,20,0
10255839,411206664,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339798,20,FALSE,7,200,190
10255981,411206665,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339799,20,FALSE,7,200,200
10256007,411206666,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339800,20,TRUE,3,2239.95,700
10256007,411206666,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339800,20,TRUE,7,200,0
10256007,411206666,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339800,20,TRUE,10,20,0
10255906,411206667,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339801,20,TRUE,7,200,0
10255906,411206667,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339801,20,TRUE,10,20,0
10255847,411206668,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339802,20,TRUE,3,220,0
10255847,411206668,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339802,20,TRUE,7,200,0
10255847,411206668,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339802,20,TRUE,10,20,0
10255917,411206669,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339803,28.05,TRUE,7,280.25,0
10255917,411206669,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339803,28.05,TRUE,10,28.05,0
10256095,411206670,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339804,70.4,TRUE,7,703.75,0
10256095,411206670,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339804,70.4,TRUE,10,70.4,0
10256084,411206672,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339805,38.75,TRUE,3,1367.2,754.45
10256084,411206672,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339805,38.75,TRUE,7,387.25,0
10256084,411206672,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339805,38.75,TRUE,10,38.75,0
10256115,411206673,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339806,20,TRUE,3,200,0
10256115,411206673,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339806,20,TRUE,7,200,0
10256115,411206673,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339806,20,TRUE,10,20,0
10255842,411206674,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339807,22.7,FALSE,7,226.75,226.75
10255853,411206675,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339808,34.2,TRUE,7,1092,750
10255853,411206675,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339808,34.2,TRUE,10,34.2,0
10256078,411206677,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339809,30.7,FALSE,3,396.55,396.55
10256078,411206677,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339809,30.7,FALSE,7,307,307
10256093,411206678,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339810,25.35,TRUE,7,253.5,0
10256093,411206678,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339810,25.35,TRUE,10,25.35,0
10255838,411206679,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339811,20,TRUE,7,200,0
10255838,411206679,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339811,20,TRUE,10,20,0
10255683,411206680,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339812,20,FALSE,7,200,200
10255684,411206681,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339813,20,TRUE,3,1958.05,1958.05
10255684,411206681,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339813,20,TRUE,7,200,200
10255684,411206681,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339813,20,TRUE,10,20,20
10255900,411206682,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339814,50.15,FALSE,3,625.65,625.65
10255900,411206682,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339814,50.15,FALSE,7,501.25,501.25
10256535,411206684,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339934,33.4,TRUE,3,426,0
10256535,411206684,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339934,33.4,TRUE,7,333.75,0
10256535,411206684,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339934,33.4,TRUE,10,33.4,0
10256085,411206685,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339815,20,TRUE,7,200,0
10256085,411206685,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339815,20,TRUE,10,20,0
10255843,411206686,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339816,38.75,FALSE,7,387.25,387.25
10256120,411206687,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339817,20,TRUE,3,220,220
10256120,411206687,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339817,20,TRUE,7,200,0
10256120,411206687,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339817,20,TRUE,10,20,0
10256073,411206688,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339818,22.7,FALSE,3,249.45,249.45
10256073,411206688,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339818,22.7,FALSE,7,226.75,226.75
10255845,411206689,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339819,20,TRUE,7,200,0
10255845,411206689,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339819,20,TRUE,10,20,0
10256100,411206690,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339820,30.7,FALSE,3,557.7,557.7
10256100,411206690,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339820,30.7,FALSE,7,307,307
10256101,411206691,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339821,33.4,TRUE,3,811.25,0
10256101,411206691,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339821,33.4,TRUE,7,333.75,0
10256101,411206691,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339821,33.4,TRUE,10,33.4,0
10255775,411206692,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339822,140.75,FALSE,7,1407.5,1407.5
10255892,411206693,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339823,20,FALSE,3,220,220
10255892,411206693,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339823,20,FALSE,7,200,200
10255905,411206694,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339824,28.05,TRUE,3,367.15,0
10255905,411206694,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339824,28.05,TRUE,7,280.25,0
10255905,411206694,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339824,28.05,TRUE,10,28.05,0
10255902,411206697,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339826,20,FALSE,3,220,220
10255902,411206697,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339826,20,FALSE,7,200,200
10255721,411206698,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339827,20,TRUE,7,200,0
10255721,411206698,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339827,20,TRUE,10,20,0
10255761,411206699,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339828,77.15,FALSE,7,771.2,771.2
10255922,411206700,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339829,46.75,TRUE,7,467.5,0
10255922,411206700,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339829,46.75,TRUE,10,46.75,0
10255726,411206701,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339830,20,FALSE,3,220,220
10255726,411206701,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339830,20,FALSE,7,200,200
10255860,411206702,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339831,77.15,TRUE,7,771.25,0
10255860,411206702,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339831,77.15,TRUE,10,77.15,0
10255737,411206703,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339832,46.75,FALSE,7,467.5,467.5
10256046,411206704,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339833,20,TRUE,3,660,0
10256046,411206704,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339833,20,TRUE,7,200,0
10256046,411206704,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339833,20,TRUE,10,20,0
10255764,411206705,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339834,20,FALSE,3,249.45,249.45
10255764,411206705,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339834,20,FALSE,7,200,200
10256001,411206706,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339835,20,FALSE,7,200,200
10256102,411206707,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339836,20,TRUE,7,200,0
10256102,411206707,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339836,20,TRUE,10,20,0
